month,pnl,pnl_pct
2024-01,6.63,0.0066
2024-02,0.0,0.0
2024-03,53.15,0.0531
2024-04,-70.21,-0.0702
2024-05,0.0,0.0
2024-06,0.0,0.0
2024-07,-13.78,-0.0138
2024-08,-37.12,-0.0371
2024-09,-24.42,-0.0244
2024-10,0.0,0.0
2024-11,0.0,0.0
2024-12,0.0,0.0
