timestamp,equity,drawdown,drawdown_pct
2024-01-19T12:55:00,100000.0,0.0,0.0
2024-01-19T13:00:00,100000.0,0.0,0.0
2024-01-19T13:05:00,100000.0,0.0,0.0
2024-01-19T13:10:00,100000.0,0.0,0.0
2024-01-19T13:15:00,100000.0,0.0,0.0
2024-01-19T13:20:00,100000.0,0.0,0.0
2024-01-19T13:25:00,100000.0,0.0,0.0
2024-01-19T13:30:00,100000.0,0.0,0.0
2024-01-19T13:35:00,100000.0,0.0,0.0
2024-01-19T13:40:00,100000.0,0.0,0.0
2024-01-19T13:45:00,100000.0,0.0,0.0
2024-01-19T13:50:00,100000.0,0.0,0.0
2024-01-19T13:55:00,100000.0,0.0,0.0
2024-01-19T14:00:00,100000.0,0.0,0.0
2024-01-19T14:05:00,100000.0,0.0,0.0
2024-01-19T14:10:00,100000.0,0.0,0.0
2024-01-19T14:15:00,100000.0,0.0,0.0
2024-01-19T14:20:00,100000.0,0.0,0.0
2024-01-19T14:25:00,100000.0,0.0,0.0
2024-01-19T14:30:00,100000.0,0.0,0.0
2024-01-19T14:35:00,100000.0,0.0,0.0
2024-01-19T14:40:00,100000.0,0.0,0.0
2024-01-19T14:45:00,100000.0,0.0,0.0
2024-01-19T14:50:00,100000.0,0.0,0.0
2024-01-19T14:55:00,100000.0,0.0,0.0
2024-01-19T15:00:00,100000.0,0.0,0.0
2024-01-19T15:05:00,100000.0,0.0,0.0
2024-01-19T15:10:00,100000.0,0.0,0.0
2024-01-19T15:15:00,100000.0,0.0,0.0
2024-01-19T15:20:00,100000.0,0.0,0.0
2024-01-19T15:25:00,100000.0,0.0,0.0
2024-01-19T15:30:00,100000.0,0.0,0.0
2024-01-19T15:35:00,100000.0,0.0,0.0
2024-01-19T15:40:00,100000.0,0.0,0.0
2024-01-19T15:45:00,100000.0,0.0,0.0
2024-01-19T15:50:00,100000.0,0.0,0.0
2024-01-19T15:55:00,100000.0,0.0,0.0
2024-01-22T09:30:00,100000.0,0.0,0.0
2024-01-22T09:35:00,100000.0,0.0,0.0
2024-01-22T09:40:00,100000.0,0.0,0.0
2024-01-22T09:45:00,100000.0,0.0,0.0
2024-01-22T09:50:00,100000.0,0.0,0.0
2024-01-22T09:55:00,100000.0,0.0,0.0
2024-01-22T10:00:00,100000.0,0.0,0.0
2024-01-22T10:05:00,100000.0,0.0,0.0
2024-01-22T10:10:00,100000.0,0.0,0.0
2024-01-22T10:15:00,100000.0,0.0,0.0
2024-01-22T10:20:00,100000.0,0.0,0.0
2024-01-22T10:25:00,100000.0,0.0,0.0
2024-01-22T10:30:00,100000.0,0.0,0.0
2024-01-22T10:35:00,100000.0,0.0,0.0
2024-01-22T10:40:00,100000.0,0.0,0.0
2024-01-22T10:45:00,100000.0,0.0,0.0
2024-01-22T10:50:00,100000.0,0.0,0.0
2024-01-22T10:55:00,100000.0,0.0,0.0
2024-01-22T11:00:00,100000.0,0.0,0.0
2024-01-22T11:05:00,100000.0,0.0,0.0
2024-01-22T11:10:00,100000.0,0.0,0.0
2024-01-22T11:15:00,100000.0,0.0,0.0
2024-01-22T11:20:00,100000.0,0.0,0.0
2024-01-22T11:25:00,100000.0,0.0,0.0
2024-01-22T11:30:00,100000.0,0.0,0.0
2024-01-22T11:35:00,100000.0,0.0,0.0
2024-01-22T11:40:00,100000.0,0.0,0.0
2024-01-22T11:45:00,100000.0,0.0,0.0
2024-01-22T11:50:00,100000.0,0.0,0.0
2024-01-22T11:55:00,100000.0,0.0,0.0
2024-01-22T12:00:00,100000.0,0.0,0.0
2024-01-22T12:05:00,100000.0,0.0,0.0
2024-01-22T12:10:00,100000.0,0.0,0.0
2024-01-22T12:15:00,100000.0,0.0,0.0
2024-01-22T12:20:00,100000.0,0.0,0.0
2024-01-22T12:25:00,100000.0,0.0,0.0
2024-01-22T12:30:00,100000.0,0.0,0.0
2024-01-22T12:35:00,100000.0,0.0,0.0
2024-01-22T12:40:00,100000.0,0.0,0.0
2024-01-22T12:45:00,100000.0,0.0,0.0
2024-01-22T12:50:00,100000.0,0.0,0.0
2024-01-22T12:55:00,100000.0,0.0,0.0
2024-01-22T13:00:00,100000.0,0.0,0.0
2024-01-22T13:05:00,100000.0,0.0,0.0
2024-01-22T13:10:00,100000.0,0.0,0.0
2024-01-22T13:15:00,100000.0,0.0,0.0
2024-01-22T13:20:00,100000.0,0.0,0.0
2024-01-22T13:25:00,100000.0,0.0,0.0
2024-01-22T13:30:00,100000.0,0.0,0.0
2024-01-22T13:35:00,100000.0,0.0,0.0
2024-01-22T13:40:00,100000.0,0.0,0.0
2024-01-22T13:45:00,100000.0,0.0,0.0
2024-01-22T13:50:00,100000.0,0.0,0.0
2024-01-22T13:55:00,100000.0,0.0,0.0
2024-01-22T14:00:00,100000.0,0.0,0.0
2024-01-22T14:05:00,100000.0,0.0,0.0
2024-01-22T14:10:00,100000.0,0.0,0.0
2024-01-22T14:15:00,100000.0,0.0,0.0
2024-01-22T14:20:00,100000.0,0.0,0.0
2024-01-22T14:25:00,100000.0,0.0,0.0
2024-01-22T14:30:00,100000.0,0.0,0.0
2024-01-22T14:35:00,100000.0,0.0,0.0
2024-01-22T14:40:00,100000.0,0.0,0.0
2024-01-22T14:45:00,100000.0,0.0,0.0
2024-01-22T14:50:00,100000.0,0.0,0.0
2024-01-22T14:55:00,100000.0,0.0,0.0
2024-01-22T15:00:00,100000.0,0.0,0.0
2024-01-22T15:05:00,100000.0,0.0,0.0
2024-01-22T15:10:00,100000.0,0.0,0.0
2024-01-22T15:15:00,100000.0,0.0,0.0
2024-01-22T15:20:00,100000.0,0.0,0.0
2024-01-22T15:25:00,100000.0,0.0,0.0
2024-01-22T15:30:00,100000.0,0.0,0.0
2024-01-22T15:35:00,100000.0,0.0,0.0
2024-01-22T15:40:00,100000.0,0.0,0.0
2024-01-22T15:45:00,100000.0,0.0,0.0
2024-01-22T15:50:00,100000.0,0.0,0.0
2024-01-22T15:55:00,100000.0,0.0,0.0
2024-01-23T09:30:00,100000.0,0.0,0.0
2024-01-23T09:35:00,100000.0,0.0,0.0
2024-01-23T09:40:00,100000.0,0.0,0.0
2024-01-23T09:45:00,100000.0,0.0,0.0
2024-01-23T09:50:00,100000.0,0.0,0.0
2024-01-23T09:55:00,100000.0,0.0,0.0
2024-01-23T10:00:00,100000.0,0.0,0.0
2024-01-23T10:05:00,100000.0,0.0,0.0
2024-01-23T10:10:00,100000.0,0.0,0.0
2024-01-23T10:15:00,100000.0,0.0,0.0
2024-01-23T10:20:00,100000.0,0.0,0.0
2024-01-23T10:25:00,100000.0,0.0,0.0
2024-01-23T10:30:00,100000.0,0.0,0.0
2024-01-23T10:35:00,100000.0,0.0,0.0
2024-01-23T10:40:00,100000.0,0.0,0.0
2024-01-23T10:45:00,100000.0,0.0,0.0
2024-01-23T10:50:00,100000.0,0.0,0.0
2024-01-23T10:55:00,100000.0,0.0,0.0
2024-01-23T11:00:00,100000.0,0.0,0.0
2024-01-23T11:05:00,100000.0,0.0,0.0
2024-01-23T11:10:00,100000.0,0.0,0.0
2024-01-23T11:15:00,100000.0,0.0,0.0
2024-01-23T11:20:00,100000.0,0.0,0.0
2024-01-23T11:25:00,100000.0,0.0,0.0
2024-01-23T11:30:00,100000.0,0.0,0.0
2024-01-23T11:35:00,100000.0,0.0,0.0
2024-01-23T11:40:00,100000.0,0.0,0.0
2024-01-23T11:45:00,100000.0,0.0,0.0
2024-01-23T11:50:00,100000.0,0.0,0.0
2024-01-23T11:55:00,100000.0,0.0,0.0
2024-01-23T12:00:00,100000.0,0.0,0.0
2024-01-23T12:05:00,100000.0,0.0,0.0
2024-01-23T12:10:00,100000.0,0.0,0.0
2024-01-23T12:15:00,100000.0,0.0,0.0
2024-01-23T12:20:00,100000.0,0.0,0.0
2024-01-23T12:25:00,100000.0,0.0,0.0
2024-01-23T12:30:00,100000.0,0.0,0.0
2024-01-23T12:35:00,100000.0,0.0,0.0
2024-01-23T12:40:00,100000.0,0.0,0.0
2024-01-23T12:45:00,100000.0,0.0,0.0
2024-01-23T12:50:00,100000.0,0.0,0.0
2024-01-23T12:55:00,100000.0,0.0,0.0
2024-01-23T13:00:00,100000.0,0.0,0.0
2024-01-23T13:05:00,100000.0,0.0,0.0
2024-01-23T13:10:00,100000.0,0.0,0.0
2024-01-23T13:15:00,100000.0,0.0,0.0
2024-01-23T13:20:00,100000.0,0.0,0.0
2024-01-23T13:25:00,100000.0,0.0,0.0
2024-01-23T13:30:00,100000.0,0.0,0.0
2024-01-23T13:35:00,100000.0,0.0,0.0
2024-01-23T13:40:00,100000.0,0.0,0.0
2024-01-23T13:45:00,100000.0,0.0,0.0
2024-01-23T13:50:00,100000.0,0.0,0.0
2024-01-23T13:55:00,100000.0,0.0,0.0
2024-01-23T14:00:00,100000.0,0.0,0.0
2024-01-23T14:05:00,100000.0,0.0,0.0
2024-01-23T14:10:00,100000.0,0.0,0.0
2024-01-23T14:15:00,100000.0,0.0,0.0
2024-01-23T14:20:00,100000.0,0.0,0.0
2024-01-23T14:25:00,100000.0,0.0,0.0
2024-01-23T14:30:00,100000.0,0.0,0.0
2024-01-23T14:35:00,100000.0,0.0,0.0
2024-01-23T14:40:00,100000.0,0.0,0.0
