month,pnl,pnl_pct
2024-01,-29.29,-0.0293
2024-02,-106.71,-0.1067
2024-03,27.66,0.0277
2024-04,-47.6,-0.0476
2024-05,-109.5,-0.1095
2024-06,-116.33,-0.1163
2024-07,-71.85,-0.0719
2024-08,-53.51,-0.0535
2024-09,-40.83,-0.0408
2024-10,-62.76,-0.0628
2024-11,-55.14,-0.0551
2024-12,-37.11,-0.0371
