timestamp,equity,drawdown,drawdown_pct
2026-01-28T13:40:00,100000.0,0.0,0.0
2026-01-28T13:45:00,100000.0,0.0,0.0
2026-01-28T13:50:00,100000.0,0.0,0.0
2026-01-28T13:55:00,100000.0,0.0,0.0
2026-01-28T14:00:00,100000.0,0.0,0.0
2026-01-28T14:05:00,100000.0,0.0,0.0
2026-01-28T14:10:00,100000.0,0.0,0.0
2026-01-28T14:15:00,100000.0,0.0,0.0
2026-01-28T14:20:00,100000.0,0.0,0.0
2026-01-28T14:25:00,100000.0,0.0,0.0
2026-01-28T14:30:00,100000.0,0.0,0.0
2026-01-28T14:35:00,100000.0,0.0,0.0
2026-01-28T14:40:00,100000.0,0.0,0.0
2026-01-28T14:45:00,100000.0,0.0,0.0
2026-01-28T14:50:00,100000.0,0.0,0.0
2026-01-28T14:55:00,100000.0,0.0,0.0
2026-01-28T15:00:00,100000.0,0.0,0.0
2026-01-28T15:05:00,100000.0,0.0,0.0
2026-01-28T15:10:00,100000.0,0.0,0.0
2026-01-28T15:15:00,100000.0,0.0,0.0
2026-01-28T15:20:00,100000.0,0.0,0.0
2026-01-28T15:25:00,100000.0,0.0,0.0
2026-01-28T15:30:00,100000.0,0.0,0.0
2026-01-28T15:35:00,103589.27,0.0,0.0
2026-01-28T15:40:00,103590.04,0.0,0.0
2026-01-28T15:45:00,103592.84,0.0,0.0
2026-01-28T15:50:00,103587.94,4.9,0.0047
2026-01-28T15:55:00,99997.6,3595.23,3.4705
2026-01-29T09:30:00,99997.6,3595.23,3.4705
2026-01-29T09:35:00,99997.6,3595.23,3.4705
2026-01-29T09:40:00,99997.6,3595.23,3.4705
2026-01-29T09:45:00,99997.6,3595.23,3.4705
2026-01-29T09:50:00,99997.6,3595.23,3.4705
2026-01-29T09:55:00,99997.6,3595.23,3.4705
2026-01-29T10:00:00,99997.6,3595.23,3.4705
2026-01-29T10:05:00,99997.6,3595.23,3.4705
2026-01-29T10:10:00,99997.6,3595.23,3.4705
