================================================================================
IBKR 10-Year 5-Minute Bar Data Downloader
================================================================================
Symbols:    SPY, QQQ, AAPL, NVDA, MSFT, SMCI, IWM, HYG, LQD, TLT, GLD
Date range: 2016-01-01 to 2026-02-25
Port:       4002
Client ID:  55
Sleep:      11.0s between requests
Resume:     True
Cache dir:  /Users/mahimnpatel/Documents/Dev/randomThings/data/cache
Manifest:   /Users/mahimnpatel/Documents/Dev/randomThings/data/download_manifest.json

Download plan: 5830 chunks remaining out of 5830 total
Estimated time: 17h 48m 50s

  [3066/5830] MSFT chunk 279/530 | 89514 bars | ETA: 8h 35m 15s
  [3067/5830] SMCI chunk 279/530 | 89562 bars | ETA: 8h 35m 04s
  [3068/5830] IWM chunk 279/530 | 89514 bars | ETA: 8h 34m 53s
  [3069/5830] HYG chunk 279/530 | 89511 bars | ETA: 8h 34m 42s
  [3070/5830] LQD chunk 279/530 | 89509 bars | ETA: 8h 34m 30s
  [3071/5830] TLT chunk 279/530 | 89514 bars | ETA: 8h 34m 19s
  [3072/5830] GLD chunk 279/530 | 89514 bars | ETA: 8h 34m 08s
  [3073/5830] SPY chunk 281/530 | 89886 bars | ETA: 8h 33m 57s
  [3074/5830] QQQ chunk 281/530 | 89886 bars | ETA: 8h 33m 46s
  [3075/5830] AAPL chunk 281/530 | 89886 bars | ETA: 8h 33m 35s
  [3076/5830] NVDA chunk 280/530 | 89856 bars | ETA: 8h 33m 23s
  [3077/5830] MSFT chunk 280/530 | 89856 bars | ETA: 8h 33m 12s
  [3078/5830] SMCI chunk 280/530 | 89904 bars | ETA: 8h 33m 01s
  [3079/5830] IWM chunk 280/530 | 89856 bars | ETA: 8h 32m 50s
  [3080/5830] HYG chunk 280/530 | 89853 bars | ETA: 8h 32m 39s
  [3081/5830] LQD chunk 280/530 | 89851 bars | ETA: 8h 32m 28s
  [3082/5830] TLT chunk 280/530 | 89856 bars | ETA: 8h 32m 16s
  [3083/5830] GLD chunk 280/530 | 89856 bars | ETA: 8h 32m 05s
  [3084/5830] SPY chunk 282/530 | 90228 bars | ETA: 8h 31m 54s
  [3085/5830] QQQ chunk 282/530 | 90228 bars | ETA: 8h 31m 43s
  [3086/5830] AAPL chunk 282/530 | 90228 bars | ETA: 8h 31m 32s
  [3087/5830] NVDA chunk 281/530 | 90198 bars | ETA: 8h 31m 20s
  [3088/5830] MSFT chunk 281/530 | 90198 bars | ETA: 8h 31m 10s
  [3089/5830] SMCI chunk 281/530 | 90246 bars | ETA: 8h 30m 58s
  [3090/5830] IWM chunk 281/530 | 90198 bars | ETA: 8h 30m 47s
  [3091/5830] HYG chunk 281/530 | 90195 bars | ETA: 8h 30m 36s
  [3092/5830] LQD chunk 281/530 | 90193 bars | ETA: 8h 30m 25s
  [3093/5830] TLT chunk 281/530 | 90198 bars | ETA: 8h 30m 14s
  [3094/5830] GLD chunk 281/530 | 90198 bars | ETA: 8h 30m 03s
  [3095/5830] SPY chunk 283/530 | 90570 bars | ETA: 8h 29m 51s
  [3096/5830] QQQ chunk 283/530 | 90570 bars | ETA: 8h 29m 40s
  [3097/5830] AAPL chunk 283/530 | 90570 bars | ETA: 8h 29m 29s
  [3098/5830] NVDA chunk 282/530 | 90540 bars | ETA: 8h 29m 18s
  [3099/5830] MSFT chunk 282/530 | 90540 bars | ETA: 8h 29m 07s
  [3100/5830] SMCI chunk 282/530 | 90588 bars | ETA: 8h 28m 56s
  [3101/5830] IWM chunk 282/530 | 90540 bars | ETA: 8h 28m 44s
  [3102/5830] HYG chunk 282/530 | 90537 bars | ETA: 8h 28m 33s
  [3103/5830] LQD chunk 282/530 | 90535 bars | ETA: 8h 28m 22s
  [3104/5830] TLT chunk 282/530 | 90540 bars | ETA: 8h 28m 11s
  [3105/5830] GLD chunk 282/530 | 90540 bars | ETA: 8h 28m 00s
  [3106/5830] SPY chunk 284/530 | 90912 bars | ETA: 8h 27m 48s
  [3107/5830] QQQ chunk 284/530 | 90912 bars | ETA: 8h 27m 37s
  [3108/5830] AAPL chunk 284/530 | 90912 bars | ETA: 8h 27m 26s
  [3109/5830] NVDA chunk 283/530 | 90882 bars | ETA: 8h 27m 15s
  [3110/5830] MSFT chunk 283/530 | 90882 bars | ETA: 8h 27m 04s
  [3111/5830] SMCI chunk 283/530 | 90930 bars | ETA: 8h 26m 53s
  [3112/5830] IWM chunk 283/530 | 90882 bars | ETA: 8h 26m 41s
  [3113/5830] HYG chunk 283/530 | 90879 bars | ETA: 8h 26m 30s
  [3114/5830] LQD chunk 283/530 | 90877 bars | ETA: 8h 26m 19s
  [3115/5830] TLT chunk 283/530 | 90882 bars | ETA: 8h 26m 08s
  [3116/5830] GLD chunk 283/530 | 90882 bars | ETA: 8h 25m 57s
  [3117/5830] SPY chunk 285/530 | 91254 bars | ETA: 8h 25m 45s
  [3118/5830] QQQ chunk 285/530 | 91254 bars | ETA: 8h 25m 34s
  [3119/5830] AAPL chunk 285/530 | 91254 bars | ETA: 8h 25m 23s
  [3120/5830] NVDA chunk 284/530 | 91224 bars | ETA: 8h 25m 12s
  [3121/5830] MSFT chunk 284/530 | 91224 bars | ETA: 8h 25m 01s
  [3122/5830] SMCI chunk 284/530 | 91272 bars | ETA: 8h 24m 50s
  [3123/5830] IWM chunk 284/530 | 91224 bars | ETA: 8h 24m 38s
  [3124/5830] HYG chunk 284/530 | 91221 bars | ETA: 8h 24m 27s
  [3125/5830] LQD chunk 284/530 | 91219 bars | ETA: 8h 24m 16s
  [3126/5830] TLT chunk 284/530 | 91224 bars | ETA: 8h 24m 05s
  [3127/5830] GLD chunk 284/530 | 91224 bars | ETA: 8h 23m 54s
  [3128/5830] SPY chunk 286/530 | 91596 bars | ETA: 8h 23m 43s
  [3129/5830] QQQ chunk 286/530 | 91596 bars | ETA: 8h 23m 31s
  [3130/5830] AAPL chunk 286/530 | 91596 bars | ETA: 8h 23m 20s
  [3131/5830] NVDA chunk 285/530 | 91566 bars | ETA: 8h 23m 09s
  [3132/5830] MSFT chunk 285/530 | 91566 bars | ETA: 8h 22m 58s
  [3133/5830] SMCI chunk 285/530 | 91614 bars | ETA: 8h 22m 47s
  [3134/5830] IWM chunk 285/530 | 91566 bars | ETA: 8h 22m 35s
  [3135/5830] HYG chunk 285/530 | 91563 bars | ETA: 8h 22m 24s
  [3136/5830] LQD chunk 285/530 | 91561 bars | ETA: 8h 22m 13s
  [3137/5830] TLT chunk 285/530 | 91566 bars | ETA: 8h 22m 02s
  [3138/5830] GLD chunk 285/530 | 91566 bars | ETA: 8h 21m 51s
  [3139/5830] SPY chunk 287/530 | 91860 bars | ETA: 8h 21m 40s
  [3140/5830] QQQ chunk 287/530 | 91860 bars | ETA: 8h 21m 28s
  [3141/5830] AAPL chunk 287/530 | 91860 bars | ETA: 8h 21m 17s
  [3142/5830] NVDA chunk 286/530 | 91908 bars | ETA: 8h 21m 06s
  [3143/5830] MSFT chunk 286/530 | 91908 bars | ETA: 8h 20m 55s
  [3144/5830] SMCI chunk 286/530 | 91956 bars | ETA: 8h 20m 44s
  [3145/5830] IWM chunk 286/530 | 91908 bars | ETA: 8h 20m 32s
  [3146/5830] HYG chunk 286/530 | 91905 bars | ETA: 8h 20m 21s
  [3147/5830] LQD chunk 286/530 | 91903 bars | ETA: 8h 20m 10s
  [3148/5830] TLT chunk 286/530 | 91908 bars | ETA: 8h 19m 59s
  [3149/5830] GLD chunk 286/530 | 91908 bars | ETA: 8h 19m 48s
  [3150/5830] SPY chunk 288/530 | 92202 bars | ETA: 8h 19m 36s
  [3151/5830] QQQ chunk 288/530 | 92202 bars | ETA: 8h 19m 25s
  [3152/5830] AAPL chunk 288/530 | 92202 bars | ETA: 8h 19m 14s
  [3153/5830] NVDA chunk 287/530 | 92172 bars | ETA: 8h 19m 03s
  [3154/5830] MSFT chunk 287/530 | 92172 bars | ETA: 8h 18m 52s
  [3155/5830] SMCI chunk 287/530 | 92220 bars | ETA: 8h 18m 40s
  [3156/5830] IWM chunk 287/530 | 92172 bars | ETA: 8h 18m 29s
  [3157/5830] HYG chunk 287/530 | 92169 bars | ETA: 8h 18m 18s
  [3158/5830] LQD chunk 287/530 | 92167 bars | ETA: 8h 18m 07s
  [3159/5830] TLT chunk 287/530 | 92172 bars | ETA: 8h 17m 56s
  [3160/5830] GLD chunk 287/530 | 92172 bars | ETA: 8h 17m 45s
  [3161/5830] SPY chunk 289/530 | 92544 bars | ETA: 8h 17m 33s
  [3162/5830] QQQ chunk 289/530 | 92544 bars | ETA: 8h 17m 22s
  [3163/5830] AAPL chunk 289/530 | 92544 bars | ETA: 8h 17m 11s
  [3164/5830] NVDA chunk 288/530 | 92514 bars | ETA: 8h 17m 00s
  [3165/5830] MSFT chunk 288/530 | 92514 bars | ETA: 8h 16m 49s
  [3166/5830] SMCI chunk 288/530 | 92562 bars | ETA: 8h 16m 37s
  [3167/5830] IWM chunk 288/530 | 92514 bars | ETA: 8h 16m 26s
  [3168/5830] HYG chunk 288/530 | 92511 bars | ETA: 8h 16m 15s
  [3169/5830] LQD chunk 288/530 | 92509 bars | ETA: 8h 16m 04s
  [3170/5830] TLT chunk 288/530 | 92514 bars | ETA: 8h 15m 53s
  [3171/5830] GLD chunk 288/530 | 92514 bars | ETA: 8h 15m 42s
  [3172/5830] SPY chunk 290/530 | 92886 bars | ETA: 8h 15m 30s
  [3173/5830] QQQ chunk 290/530 | 92886 bars | ETA: 8h 15m 19s
  [3174/5830] AAPL chunk 290/530 | 92886 bars | ETA: 8h 15m 08s
  [3175/5830] NVDA chunk 289/530 | 92856 bars | ETA: 8h 14m 57s
  [3176/5830] MSFT chunk 289/530 | 92856 bars | ETA: 8h 14m 46s
  [3177/5830] SMCI chunk 289/530 | 92904 bars | ETA: 8h 14m 34s
  [3178/5830] IWM chunk 289/530 | 92856 bars | ETA: 8h 14m 23s
  [3179/5830] HYG chunk 289/530 | 92853 bars | ETA: 8h 14m 12s
  [3180/5830] LQD chunk 289/530 | 92851 bars | ETA: 8h 14m 01s
  [3181/5830] TLT chunk 289/530 | 92856 bars | ETA: 8h 13m 50s
  [3182/5830] GLD chunk 289/530 | 92856 bars | ETA: 8h 13m 38s
  [3183/5830] SPY chunk 291/530 | 93228 bars | ETA: 8h 13m 27s
  [3184/5830] QQQ chunk 291/530 | 93228 bars | ETA: 8h 13m 16s
  [3185/5830] AAPL chunk 291/530 | 93228 bars | ETA: 8h 13m 05s
  [3186/5830] NVDA chunk 290/530 | 93198 bars | ETA: 8h 12m 54s
  [3187/5830] MSFT chunk 290/530 | 93198 bars | ETA: 8h 12m 42s
  [3188/5830] SMCI chunk 290/530 | 93246 bars | ETA: 8h 12m 31s
  [3189/5830] IWM chunk 290/530 | 93198 bars | ETA: 8h 12m 20s
  [3190/5830] HYG chunk 290/530 | 93195 bars | ETA: 8h 12m 09s
  [3191/5830] LQD chunk 290/530 | 93193 bars | ETA: 8h 11m 58s
  [3192/5830] TLT chunk 290/530 | 93198 bars | ETA: 8h 11m 46s
  [3193/5830] GLD chunk 290/530 | 93198 bars | ETA: 8h 11m 35s

  Signal 15 received. Finishing current request then saving...
  Saved 93570 partial bars for SPY
  Saved 93570 partial bars for QQQ
  Saved 93570 partial bars for AAPL
  Saved 93540 partial bars for NVDA
  Saved 93540 partial bars for MSFT
  Saved 93588 partial bars for SMCI
  Saved 93540 partial bars for IWM
  Saved 93537 partial bars for HYG
  Saved 93535 partial bars for LQD
  Saved 93540 partial bars for TLT
  Saved 93540 partial bars for GLD
  Manifest saved.
  Disconnected from IB Gateway

Shutdown requested. Progress saved. Re-run with --resume to continue.

Running post-download validation...

================================================================================
DATA VALIDATION REPORT
================================================================================

Date range: 2016-01-01 to 2026-02-25 (10.2 years)
Expected ~2558 trading days, ~199524 bars per symbol

Symbol       Bars Expected    Pct First Date             Last Date               Gaps Issues
--------------------------------------------------------------------------------------------------------------
SPY       MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
QQQ       MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
AAPL      MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
NVDA      MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
MSFT      MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
SMCI      MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
IWM       MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
HYG       MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
LQD       MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
TLT       MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
GLD       MISSING   199524     0% N/A                    N/A                      N/A FILE NOT FOUND
==============================================================================================================
TA: 8h 32m 13s
  [3083/5830] GLD chunk 280/530 | 90168 bars | ETA: 8h 32m 01s
  [3084/5830] SPY chunk 282/530 | 90792 bars | ETA: 8h 31m 50s
  [3085/5830] QQQ chunk 282/530 | 90792 bars | ETA: 8h 31m 39s
  [3086/5830] AAPL chunk 282/530 | 90792 bars | ETA: 8h 31m 28s
  [3087/5830] NVDA chunk 281/530 | 90510 bars | ETA: 8h 31m 17s
  [3088/5830] MSFT chunk 281/530 | 90510 bars | ETA: 8h 31m 05s
  [3089/5830] SMCI chunk 281/530 | 90558 bars | ETA: 8h 30m 54s
  [3090/5830] IWM chunk 281/530 | 90510 bars | ETA: 8h 30m 43s
  [3091/5830] HYG chunk 281/530 | 90507 bars | ETA: 8h 30m 32s
  [3092/5830] LQD chunk 281/530 | 90505 bars | ETA: 8h 30m 21s
  [3093/5830] TLT chunk 281/530 | 90510 bars | ETA: 8h 30m 10s
  [3094/5830] GLD chunk 281/530 | 90510 bars | ETA: 8h 29m 58s
  [3095/5830] SPY chunk 283/530 | 91134 bars | ETA: 8h 29m 47s
  [3096/5830] QQQ chunk 283/530 | 91134 bars | ETA: 8h 29m 36s
  [3097/5830] AAPL chunk 283/530 | 91134 bars | ETA: 8h 29m 25s
  [3098/5830] NVDA chunk 282/530 | 90852 bars | ETA: 8h 29m 14s
  [3099/5830] MSFT chunk 282/530 | 90852 bars | ETA: 8h 29m 02s
  [3100/5830] SMCI chunk 282/530 | 90900 bars | ETA: 8h 28m 51s
  [3101/5830] IWM chunk 282/530 | 90852 bars | ETA: 8h 28m 40s
  [3102/5830] HYG chunk 282/530 | 90849 bars | ETA: 8h 28m 29s
  [3103/5830] LQD chunk 282/530 | 90847 bars | ETA: 8h 28m 18s
  [3104/5830] TLT chunk 282/530 | 90852 bars | ETA: 8h 28m 07s
  [3105/5830] GLD chunk 282/530 | 90852 bars | ETA: 8h 27m 55s
  [3106/5830] SPY chunk 284/530 | 91476 bars | ETA: 8h 27m 44s
  [3107/5830] QQQ chunk 284/530 | 91476 bars | ETA: 8h 27m 33s
  [3108/5830] AAPL chunk 284/530 | 91476 bars | ETA: 8h 27m 22s
  [3109/5830] NVDA chunk 283/530 | 91194 bars | ETA: 8h 27m 11s
  [3110/5830] MSFT chunk 283/530 | 91194 bars | ETA: 8h 26m 59s
  [3111/5830] SMCI chunk 283/530 | 91242 bars | ETA: 8h 26m 48s
  [3112/5830] IWM chunk 283/530 | 91194 bars | ETA: 8h 26m 37s
  [3113/5830] HYG chunk 283/530 | 91191 bars | ETA: 8h 26m 26s
  [3114/5830] LQD chunk 283/530 | 91189 bars | ETA: 8h 26m 15s
  [3115/5830] TLT chunk 283/530 | 91194 bars | ETA: 8h 26m 04s
  [3116/5830] GLD chunk 283/530 | 91194 bars | ETA: 8h 25m 52s
  [3117/5830] SPY chunk 285/530 | 91818 bars | ETA: 8h 25m 41s
  [3118/5830] QQQ chunk 285/530 | 91818 bars | ETA: 8h 25m 30s
  [3119/5830] AAPL chunk 285/530 | 91818 bars | ETA: 8h 25m 19s
  [3120/5830] NVDA chunk 284/530 | 91536 bars | ETA: 8h 25m 08s
  [3121/5830] MSFT chunk 284/530 | 91536 bars | ETA: 8h 24m 56s
  [3122/5830] SMCI chunk 284/530 | 91584 bars | ETA: 8h 24m 45s
  [3123/5830] IWM chunk 284/530 | 91536 bars | ETA: 8h 24m 34s
  [3124/5830] HYG chunk 284/530 | 91533 bars | ETA: 8h 24m 23s
  [3125/5830] LQD chunk 284/530 | 91531 bars | ETA: 8h 24m 12s
  [3126/5830] TLT chunk 284/530 | 91536 bars | ETA: 8h 24m 01s
  [3127/5830] GLD chunk 284/530 | 91536 bars | ETA: 8h 23m 49s
  [3128/5830] SPY chunk 286/530 | 92160 bars | ETA: 8h 23m 38s
  [3129/5830] QQQ chunk 286/530 | 92160 bars | ETA: 8h 23m 27s
  [3130/5830] AAPL chunk 286/530 | 92160 bars | ETA: 8h 23m 16s
  [3131/5830] NVDA chunk 285/530 | 91878 bars | ETA: 8h 23m 05s
  [3132/5830] MSFT chunk 285/530 | 91878 bars | ETA: 8h 22m 53s
  [3133/5830] SMCI chunk 285/530 | 91926 bars | ETA: 8h 22m 42s
  [3134/5830] IWM chunk 285/530 | 91878 bars | ETA: 8h 22m 31s
  [3135/5830] HYG chunk 285/530 | 91875 bars | ETA: 8h 22m 20s
  [3136/5830] LQD chunk 285/530 | 91873 bars | ETA: 8h 22m 09s
  [3137/5830] TLT chunk 285/530 | 91878 bars | ETA: 8h 21m 57s
  [3138/5830] GLD chunk 285/530 | 91878 bars | ETA: 8h 21m 46s
  [3139/5830] SPY chunk 287/530 | 92424 bars | ETA: 8h 21m 35s
  [3140/5830] QQQ chunk 287/530 | 92424 bars | ETA: 8h 21m 24s
  [3141/5830] AAPL chunk 287/530 | 92424 bars | ETA: 8h 21m 13s
  [3142/5830] NVDA chunk 286/530 | 92220 bars | ETA: 8h 21m 02s
  [3143/5830] MSFT chunk 286/530 | 92220 bars | ETA: 8h 20m 50s
  [3144/5830] SMCI chunk 286/530 | 92268 bars | ETA: 8h 20m 39s
  [3145/5830] IWM chunk 286/530 | 92220 bars | ETA: 8h 20m 28s
  [3146/5830] HYG chunk 286/530 | 92217 bars | ETA: 8h 20m 17s
  [3147/5830] LQD chunk 286/530 | 92215 bars | ETA: 8h 20m 06s
  [3148/5830] TLT chunk 286/530 | 92220 bars | ETA: 8h 19m 54s
  [3149/5830] GLD chunk 286/530 | 92220 bars | ETA: 8h 19m 43s
  [3150/5830] SPY chunk 288/530 | 92766 bars | ETA: 8h 19m 32s
  [3151/5830] QQQ chunk 288/530 | 92766 bars | ETA: 8h 19m 21s
  [3152/5830] AAPL chunk 288/530 | 92766 bars | ETA: 8h 19m 10s
  [3153/5830] NVDA chunk 287/530 | 92484 bars | ETA: 8h 18m 58s
  [3154/5830] MSFT chunk 287/530 | 92484 bars | ETA: 8h 18m 47s
  [3155/5830] SMCI chunk 287/530 | 92532 bars | ETA: 8h 18m 36s
  [3156/5830] IWM chunk 287/530 | 92484 bars | ETA: 8h 18m 25s
  [3157/5830] HYG chunk 287/530 | 92481 bars | ETA: 8h 18m 14s
  [3158/5830] LQD chunk 287/530 | 92479 bars | ETA: 8h 18m 02s
  [3159/5830] TLT chunk 287/530 | 92484 bars | ETA: 8h 17m 51s
  [3160/5830] GLD chunk 287/530 | 92484 bars | ETA: 8h 17m 40s
  [3161/5830] SPY chunk 289/530 | 93108 bars | ETA: 8h 17m 29s
  [3162/5830] QQQ chunk 289/530 | 93108 bars | ETA: 8h 17m 18s
  [3163/5830] AAPL chunk 289/530 | 93108 bars | ETA: 8h 17m 06s
  [3164/5830] NVDA chunk 288/530 | 92826 bars | ETA: 8h 16m 55s
  [3165/5830] MSFT chunk 288/530 | 92826 bars | ETA: 8h 16m 44s
  [3166/5830] SMCI chunk 288/530 | 92874 bars | ETA: 8h 16m 33s
  [3167/5830] IWM chunk 288/530 | 92826 bars | ETA: 8h 16m 22s
  [3168/5830] HYG chunk 288/530 | 92823 bars | ETA: 8h 16m 11s
  [3169/5830] LQD chunk 288/530 | 92821 bars | ETA: 8h 15m 59s
  [3170/5830] TLT chunk 288/530 | 92826 bars | ETA: 8h 15m 48s
  [3171/5830] GLD chunk 288/530 | 92826 bars | ETA: 8h 15m 37s
  [3172/5830] SPY chunk 290/530 | 93450 bars | ETA: 8h 15m 26s
  [3173/5830] QQQ chunk 290/530 | 93450 bars | ETA: 8h 15m 15s
  [3174/5830] AAPL chunk 290/530 | 93450 bars | ETA: 8h 15m 03s
  [3175/5830] NVDA chunk 289/530 | 93168 bars | ETA: 8h 14m 52s
  [3176/5830] MSFT chunk 289/530 | 93168 bars | ETA: 8h 14m 41s
  [3177/5830] SMCI chunk 289/530 | 93216 bars | ETA: 8h 14m 30s
  [3178/5830] IWM chunk 289/530 | 93168 bars | ETA: 8h 14m 19s
  [3179/5830] HYG chunk 289/530 | 93165 bars | ETA: 8h 14m 07s
  [3180/5830] LQD chunk 289/530 | 93163 bars | ETA: 8h 13m 56s
  [3181/5830] TLT chunk 289/530 | 93168 bars | ETA: 8h 13m 45s
  [3182/5830] GLD chunk 289/530 | 93168 bars | ETA: 8h 13m 34s
  [3183/5830] SPY chunk 291/530 | 93792 bars | ETA: 8h 13m 23s
  [3184/5830] QQQ chunk 291/530 | 93792 bars | ETA: 8h 13m 11s
  [3185/5830] AAPL chunk 291/530 | 93792 bars | ETA: 8h 13m 00s
  [3186/5830] NVDA chunk 290/530 | 93510 bars | ETA: 8h 12m 49s
  [3187/5830] MSFT chunk 290/530 | 93510 bars | ETA: 8h 12m 38s
  [3188/5830] SMCI chunk 290/530 | 93558 bars | ETA: 8h 12m 27s
  [3189/5830] IWM chunk 290/530 | 93510 bars | ETA: 8h 12m 16s
  [3190/5830] HYG chunk 290/530 | 93507 bars | ETA: 8h 12m 04s
  [3191/5830] LQD chunk 290/530 | 93505 bars | ETA: 8h 11m 53s
  [3192/5830] TLT chunk 290/530 | 93510 bars | ETA: 8h 11m 42s
  [3193/5830] GLD chunk 290/530 | 93510 bars | ETA: 8h 11m 31s
  [3194/5830] SPY chunk 292/530 | 94134 bars | ETA: 8h 11m 20s
  [3195/5830] QQQ chunk 292/530 | 94134 bars | ETA: 8h 11m 08s
  [3196/5830] AAPL chunk 292/530 | 94134 bars | ETA: 8h 10m 57s
  [3197/5830] NVDA chunk 291/530 | 93852 bars | ETA: 8h 10m 46s
  [3198/5830] MSFT chunk 291/530 | 93852 bars | ETA: 8h 10m 35s
  [3199/5830] SMCI chunk 291/530 | 93900 bars | ETA: 8h 10m 24s
  [3200/5830] IWM chunk 291/530 | 93852 bars | ETA: 8h 10m 12s
  [3201/5830] HYG chunk 291/530 | 93849 bars | ETA: 8h 10m 01s
  [3202/5830] LQD chunk 291/530 | 93847 bars | ETA: 8h 09m 50s
  [3203/5830] TLT chunk 291/530 | 93852 bars | ETA: 8h 09m 39s
  [3204/5830] GLD chunk 291/530 | 93852 bars | ETA: 8h 09m 28s
  [3205/5830] SPY chunk 293/530 | 94476 bars | ETA: 8h 09m 17s
  [3206/5830] QQQ chunk 293/530 | 94476 bars | ETA: 8h 09m 05s
  [3207/5830] AAPL chunk 293/530 | 94476 bars | ETA: 8h 08m 54s
  [3208/5830] NVDA chunk 292/530 | 94194 bars | ETA: 8h 08m 43s
  [3209/5830] MSFT chunk 292/530 | 94194 bars | ETA: 8h 08m 32s
  [3210/5830] SMCI chunk 292/530 | 94242 bars | ETA: 8h 08m 21s
  [3211/5830] IWM chunk 292/530 | 94194 bars | ETA: 8h 08m 09s
  [3212/5830] HYG chunk 292/530 | 94191 bars | ETA: 8h 07m 58s
  [3213/5830] LQD chunk 292/530 | 94189 bars | ETA: 8h 07m 47s
  [3214/5830] TLT chunk 292/530 | 94194 bars | ETA: 8h 07m 36s
  [3215/5830] GLD chunk 292/530 | 94194 bars | ETA: 8h 07m 25s
  [3216/5830] SPY chunk 294/530 | 94818 bars | ETA: 8h 07m 13s
  [3217/5830] QQQ chunk 294/530 | 94818 bars | ETA: 8h 07m 02s
  [3218/5830] AAPL chunk 294/530 | 94818 bars | ETA: 8h 06m 51s
  [3219/5830] NVDA chunk 293/530 | 94536 bars | ETA: 8h 06m 40s
  [3220/5830] MSFT chunk 293/530 | 94536 bars | ETA: 8h 06m 29s
  [3221/5830] SMCI chunk 293/530 | 94584 bars | ETA: 8h 06m 18s
  [3222/5830] IWM chunk 293/530 | 94536 bars | ETA: 8h 06m 06s
  [3223/5830] HYG chunk 293/530 | 94533 bars | ETA: 8h 05m 55s
  [3224/5830] LQD chunk 293/530 | 94531 bars | ETA: 8h 05m 44s
  [3225/5830] TLT chunk 293/530 | 94536 bars | ETA: 8h 05m 33s
  [3226/5830] GLD chunk 293/530 | 94536 bars | ETA: 8h 05m 22s
  [3227/5830] SPY chunk 295/530 | 95160 bars | ETA: 8h 05m 11s
  [3228/5830] QQQ chunk 295/530 | 95160 bars | ETA: 8h 04m 59s
  [3229/5830] AAPL chunk 295/530 | 95160 bars | ETA: 8h 04m 48s
  [3230/5830] NVDA chunk 294/530 | 94878 bars | ETA: 8h 04m 37s
  [3231/5830] MSFT chunk 294/530 | 94878 bars | ETA: 8h 04m 26s
  [3232/5830] SMCI chunk 294/530 | 94926 bars | ETA: 8h 04m 15s
  [3233/5830] IWM chunk 294/530 | 94878 bars | ETA: 8h 04m 04s
  [3234/5830] HYG chunk 294/530 | 94875 bars | ETA: 8h 03m 52s
  [3235/5830] LQD chunk 294/530 | 94873 bars | ETA: 8h 03m 41s
  [3236/5830] TLT chunk 294/530 | 94878 bars | ETA: 8h 03m 30s
  [3237/5830] GLD chunk 294/530 | 94878 bars | ETA: 8h 03m 19s
  [3238/5830] SPY chunk 296/530 | 95424 bars | ETA: 8h 03m 08s
  [3239/5830] QQQ chunk 296/530 | 95424 bars | ETA: 8h 02m 56s
  [3240/5830] AAPL chunk 296/530 | 95424 bars | ETA: 8h 02m 45s
  [3241/5830] NVDA chunk 295/530 | 95220 bars | ETA: 8h 02m 34s
  [3242/5830] MSFT chunk 295/530 | 95220 bars | ETA: 8h 02m 23s
  [3243/5830] SMCI chunk 295/530 | 95268 bars | ETA: 8h 02m 12s
  [3244/5830] IWM chunk 295/530 | 95220 bars | ETA: 8h 02m 00s
  [3245/5830] HYG chunk 295/530 | 95217 bars | ETA: 8h 01m 49s
  [3246/5830] LQD chunk 295/530 | 95215 bars | ETA: 8h 01m 38s
  [3247/5830] TLT chunk 295/530 | 95220 bars | ETA: 8h 01m 27s
  [3248/5830] GLD chunk 295/530 | 95220 bars | ETA: 8h 01m 16s
  [3249/5830] SPY chunk 297/530 | 95766 bars | ETA: 8h 01m 04s
  [3250/5830] QQQ chunk 297/530 | 95766 bars | ETA: 8h 00m 53s
  [3251/5830] AAPL chunk 297/530 | 95766 bars | ETA: 8h 00m 42s
  [3252/5830] NVDA chunk 296/530 | 95484 bars | ETA: 8h 00m 31s
  [3253/5830] MSFT chunk 296/530 | 95484 bars | ETA: 8h 00m 20s
  [3254/5830] SMCI chunk 296/530 | 95532 bars | ETA: 8h 00m 09s
  [3255/5830] IWM chunk 296/530 | 95484 bars | ETA: 7h 59m 57s
  [3256/5830] HYG chunk 296/530 | 95481 bars | ETA: 7h 59m 46s
  [3257/5830] LQD chunk 296/530 | 95479 bars | ETA: 7h 59m 35s
  [3258/5830] TLT chunk 296/530 | 95484 bars | ETA: 7h 59m 24s
  [3259/5830] GLD chunk 296/530 | 95484 bars | ETA: 7h 59m 13s
  [3260/5830] SPY chunk 298/530 | 96108 bars | ETA: 7h 59m 01s
  [3261/5830] QQQ chunk 298/530 | 96108 bars | ETA: 7h 58m 50s
  [3262/5830] AAPL chunk 298/530 | 96108 bars | ETA: 7h 58m 39s
  [3263/5830] NVDA chunk 297/530 | 95826 bars | ETA: 7h 58m 28s
  [3264/5830] MSFT chunk 297/530 | 95826 bars | ETA: 7h 58m 17s
