================================================================================
IBKR 10-Year 5-Minute Bar Data Downloader
================================================================================
Symbols:    SPY, QQQ, AAPL, NVDA, MSFT, SMCI, IWM, HYG, LQD, TLT, GLD
Date range: 2016-01-01 to 2026-02-25
Port:       4002
Client ID:  55
Sleep:      11.0s between requests
Resume:     True
Cache dir:  /Users/mahimnpatel/Documents/Dev/randomThings/data/cache
Manifest:   /Users/mahimnpatel/Documents/Dev/randomThings/data/download_manifest.json

Download plan: 5830 chunks remaining out of 5830 total
Estimated time: 17h 48m 50s

  [1556/5830] QQQ chunk 143/530 | 45444 bars | ETA: 13h 15m 55s
  [1557/5830] AAPL chunk 143/530 | 45444 bars | ETA: 13h 15m 44s
  [1558/5830] NVDA chunk 142/530 | 45414 bars | ETA: 13h 15m 33s
  [1559/5830] MSFT chunk 142/530 | 45414 bars | ETA: 13h 15m 21s
  [1560/5830] SMCI chunk 142/530 | 45462 bars | ETA: 13h 15m 10s
  [1561/5830] IWM chunk 142/530 | 45414 bars | ETA: 13h 14m 59s
  [1562/5830] HYG chunk 142/530 | 45414 bars | ETA: 13h 14m 48s
  [1563/5830] LQD chunk 142/530 | 45414 bars | ETA: 13h 14m 37s
  [1564/5830] TLT chunk 142/530 | 45414 bars | ETA: 13h 14m 26s
  [1565/5830] GLD chunk 142/530 | 45414 bars | ETA: 13h 14m 15s
  [1566/5830] SPY chunk 144/530 | 45786 bars | ETA: 13h 14m 04s
  [1567/5830] QQQ chunk 144/530 | 45786 bars | ETA: 13h 13m 52s
  [1568/5830] AAPL chunk 144/530 | 45786 bars | ETA: 13h 13m 41s
  [1569/5830] NVDA chunk 143/530 | 45756 bars | ETA: 13h 13m 30s
  [1570/5830] MSFT chunk 143/530 | 45756 bars | ETA: 13h 13m 19s
  [1571/5830] SMCI chunk 143/530 | 45804 bars | ETA: 13h 13m 08s
  [1572/5830] IWM chunk 143/530 | 45756 bars | ETA: 13h 12m 56s
  [1573/5830] HYG chunk 143/530 | 45756 bars | ETA: 13h 12m 45s
  [1574/5830] LQD chunk 143/530 | 45756 bars | ETA: 13h 12m 34s
  [1575/5830] TLT chunk 143/530 | 45756 bars | ETA: 13h 12m 23s
  [1576/5830] GLD chunk 143/530 | 45756 bars | ETA: 13h 12m 12s
  [1577/5830] SPY chunk 145/530 | 46050 bars | ETA: 13h 12m 01s
  [1578/5830] QQQ chunk 145/530 | 46050 bars | ETA: 13h 11m 49s
  [1579/5830] AAPL chunk 145/530 | 46050 bars | ETA: 13h 11m 38s
  [1580/5830] NVDA chunk 144/530 | 46098 bars | ETA: 13h 11m 27s
  [1581/5830] MSFT chunk 144/530 | 46098 bars | ETA: 13h 11m 16s
  [1582/5830] SMCI chunk 144/530 | 46146 bars | ETA: 13h 11m 05s
  [1583/5830] IWM chunk 144/530 | 46098 bars | ETA: 13h 10m 54s
  [1584/5830] HYG chunk 144/530 | 46098 bars | ETA: 13h 10m 42s
  [1585/5830] LQD chunk 144/530 | 46098 bars | ETA: 13h 10m 31s
  [1586/5830] TLT chunk 144/530 | 46098 bars | ETA: 13h 10m 20s
  [1587/5830] GLD chunk 144/530 | 46098 bars | ETA: 13h 10m 09s
  [1588/5830] SPY chunk 146/530 | 46392 bars | ETA: 13h 09m 58s
  [1589/5830] QQQ chunk 146/530 | 46392 bars | ETA: 13h 09m 46s
  [1590/5830] AAPL chunk 146/530 | 46392 bars | ETA: 13h 09m 35s
  [1591/5830] NVDA chunk 145/530 | 46362 bars | ETA: 13h 09m 24s
  [1592/5830] MSFT chunk 145/530 | 46362 bars | ETA: 13h 09m 13s
  [1593/5830] SMCI chunk 145/530 | 46410 bars | ETA: 13h 09m 02s
  [1594/5830] IWM chunk 145/530 | 46362 bars | ETA: 13h 08m 50s
  [1595/5830] HYG chunk 145/530 | 46362 bars | ETA: 13h 08m 39s
  [1596/5830] LQD chunk 145/530 | 46362 bars | ETA: 13h 08m 28s
  [1597/5830] TLT chunk 145/530 | 46362 bars | ETA: 13h 08m 17s
  [1598/5830] GLD chunk 145/530 | 46362 bars | ETA: 13h 08m 06s
  [1599/5830] SPY chunk 147/530 | 46734 bars | ETA: 13h 07m 55s
  [1600/5830] QQQ chunk 147/530 | 46734 bars | ETA: 13h 07m 44s
  [1601/5830] AAPL chunk 147/530 | 46734 bars | ETA: 13h 07m 32s
  [1602/5830] NVDA chunk 146/530 | 46704 bars | ETA: 13h 07m 21s
  [1603/5830] MSFT chunk 146/530 | 46704 bars | ETA: 13h 07m 10s
  [1604/5830] SMCI chunk 146/530 | 46752 bars | ETA: 13h 06m 59s
  [1605/5830] IWM chunk 146/530 | 46704 bars | ETA: 13h 06m 48s
  [1606/5830] HYG chunk 146/530 | 46704 bars | ETA: 13h 06m 36s
  [1607/5830] LQD chunk 146/530 | 46704 bars | ETA: 13h 06m 25s
  [1608/5830] TLT chunk 146/530 | 46704 bars | ETA: 13h 06m 14s
  [1609/5830] GLD chunk 146/530 | 46704 bars | ETA: 13h 06m 03s
  [1610/5830] SPY chunk 148/530 | 47076 bars | ETA: 13h 05m 52s
  [1611/5830] QQQ chunk 148/530 | 47076 bars | ETA: 13h 05m 41s
  [1612/5830] AAPL chunk 148/530 | 47076 bars | ETA: 13h 05m 30s
  [1613/5830] NVDA chunk 147/530 | 47046 bars | ETA: 13h 05m 18s
  [1614/5830] MSFT chunk 147/530 | 47046 bars | ETA: 13h 05m 07s
  [1615/5830] SMCI chunk 147/530 | 47094 bars | ETA: 13h 04m 56s
  [1616/5830] IWM chunk 147/530 | 47046 bars | ETA: 13h 04m 45s
  [1617/5830] HYG chunk 147/530 | 47046 bars | ETA: 13h 04m 34s
  [1618/5830] LQD chunk 147/530 | 47046 bars | ETA: 13h 04m 22s
  [1619/5830] TLT chunk 147/530 | 47046 bars | ETA: 13h 04m 11s
  [1620/5830] GLD chunk 147/530 | 47046 bars | ETA: 13h 04m 00s
  [1621/5830] SPY chunk 149/530 | 47418 bars | ETA: 13h 03m 49s
  [1622/5830] QQQ chunk 149/530 | 47418 bars | ETA: 13h 03m 38s
  [1623/5830] AAPL chunk 149/530 | 47418 bars | ETA: 13h 03m 27s
  [1624/5830] NVDA chunk 148/530 | 47388 bars | ETA: 13h 03m 16s
  [1625/5830] MSFT chunk 148/530 | 47388 bars | ETA: 13h 03m 04s
  [1626/5830] SMCI chunk 148/530 | 47436 bars | ETA: 13h 02m 53s
  [1627/5830] IWM chunk 148/530 | 47388 bars | ETA: 13h 02m 42s
  [1628/5830] HYG chunk 148/530 | 47388 bars | ETA: 13h 02m 31s
  [1629/5830] LQD chunk 148/530 | 47388 bars | ETA: 13h 02m 20s
  [1630/5830] TLT chunk 148/530 | 47388 bars | ETA: 13h 02m 09s
  [1631/5830] GLD chunk 148/530 | 47388 bars | ETA: 13h 01m 58s
  [1632/5830] SPY chunk 150/530 | 47760 bars | ETA: 13h 01m 46s
  [1633/5830] QQQ chunk 150/530 | 47760 bars | ETA: 13h 01m 35s
  [1634/5830] AAPL chunk 150/530 | 47760 bars | ETA: 13h 01m 24s
  [1635/5830] NVDA chunk 149/530 | 47730 bars | ETA: 13h 01m 13s
  [1636/5830] MSFT chunk 149/530 | 47730 bars | ETA: 13h 01m 02s
  [1637/5830] SMCI chunk 149/530 | 47778 bars | ETA: 13h 00m 50s
  [1638/5830] IWM chunk 149/530 | 47730 bars | ETA: 13h 00m 39s
  [1639/5830] HYG chunk 149/530 | 47730 bars | ETA: 13h 00m 28s
  [1640/5830] LQD chunk 149/530 | 47730 bars | ETA: 13h 00m 17s
  [1641/5830] TLT chunk 149/530 | 47730 bars | ETA: 13h 00m 06s
  [1642/5830] GLD chunk 149/530 | 47730 bars | ETA: 12h 59m 55s
  [1643/5830] SPY chunk 151/530 | 48102 bars | ETA: 12h 59m 44s
    (saved 48366 partial bars for SPY)
  [1644/5830] QQQ chunk 151/530 | 48102 bars | ETA: 12h 59m 34s
    (saved 48366 partial bars for QQQ)
  [1645/5830] AAPL chunk 151/530 | 48102 bars | ETA: 12h 59m 23s
    (saved 48366 partial bars for AAPL)
  [1646/5830] NVDA chunk 150/530 | 48072 bars | ETA: 12h 59m 13s
    (saved 48414 partial bars for NVDA)
  [1647/5830] MSFT chunk 150/530 | 48072 bars | ETA: 12h 59m 02s
    (saved 48414 partial bars for MSFT)
  [1648/5830] SMCI chunk 150/530 | 48120 bars | ETA: 12h 58m 52s
    (saved 48462 partial bars for SMCI)
  [1649/5830] IWM chunk 150/530 | 48072 bars | ETA: 12h 58m 42s
    (saved 48414 partial bars for IWM)
  [1650/5830] HYG chunk 150/530 | 48072 bars | ETA: 12h 58m 31s
    (saved 48414 partial bars for HYG)
  [1651/5830] LQD chunk 150/530 | 48072 bars | ETA: 12h 58m 21s
    (saved 48414 partial bars for LQD)
  [1652/5830] TLT chunk 150/530 | 48072 bars | ETA: 12h 58m 11s
    (saved 48414 partial bars for TLT)
  [1653/5830] GLD chunk 150/530 | 48072 bars | ETA: 12h 58m 00s
    (saved 48414 partial bars for GLD)
  [1654/5830] SPY chunk 152/530 | 48366 bars | ETA: 12h 57m 50s
  [1655/5830] QQQ chunk 152/530 | 48366 bars | ETA: 12h 57m 39s
  [1656/5830] AAPL chunk 152/530 | 48366 bars | ETA: 12h 57m 28s
  [1657/5830] NVDA chunk 151/530 | 48414 bars | ETA: 12h 57m 16s
  [1658/5830] MSFT chunk 151/530 | 48414 bars | ETA: 12h 57m 05s
  [1659/5830] SMCI chunk 151/530 | 48462 bars | ETA: 12h 56m 54s
  [1660/5830] IWM chunk 151/530 | 48414 bars | ETA: 12h 56m 43s
  [1661/5830] HYG chunk 151/530 | 48414 bars | ETA: 12h 56m 32s
  [1662/5830] LQD chunk 151/530 | 48414 bars | ETA: 12h 56m 20s
  [1663/5830] TLT chunk 151/530 | 48414 bars | ETA: 12h 56m 09s
  [1664/5830] GLD chunk 151/530 | 48414 bars | ETA: 12h 55m 58s
  [1665/5830] SPY chunk 153/530 | 48708 bars | ETA: 12h 55m 47s
  [1666/5830] QQQ chunk 153/530 | 48708 bars | ETA: 12h 55m 36s
  [1667/5830] AAPL chunk 153/530 | 48708 bars | ETA: 12h 55m 25s
  [1668/5830] NVDA chunk 152/530 | 48678 bars | ETA: 12h 55m 14s
  [1669/5830] MSFT chunk 152/530 | 48678 bars | ETA: 12h 55m 02s
  [1670/5830] SMCI chunk 152/530 | 48726 bars | ETA: 12h 54m 51s
  [1671/5830] IWM chunk 152/530 | 48678 bars | ETA: 12h 54m 40s
  [1672/5830] HYG chunk 152/530 | 48678 bars | ETA: 12h 54m 29s
  [1673/5830] LQD chunk 152/530 | 48678 bars | ETA: 12h 54m 18s
  [1674/5830] TLT chunk 152/530 | 48678 bars | ETA: 12h 54m 07s
  [1675/5830] GLD chunk 152/530 | 48678 bars | ETA: 12h 53m 56s
  [1676/5830] SPY chunk 154/530 | 49050 bars | ETA: 12h 53m 44s
  [1677/5830] QQQ chunk 154/530 | 49050 bars | ETA: 12h 53m 33s
  [1678/5830] AAPL chunk 154/530 | 49050 bars | ETA: 12h 53m 22s
  [1679/5830] NVDA chunk 153/530 | 49020 bars | ETA: 12h 53m 11s
  [1680/5830] MSFT chunk 153/530 | 49020 bars | ETA: 12h 53m 00s
  [1681/5830] SMCI chunk 153/530 | 49068 bars | ETA: 12h 52m 48s
  [1682/5830] IWM chunk 153/530 | 49020 bars | ETA: 12h 52m 37s
  [1683/5830] HYG chunk 153/530 | 49020 bars | ETA: 12h 52m 26s
  [1684/5830] LQD chunk 153/530 | 49020 bars | ETA: 12h 52m 15s
  [1685/5830] TLT chunk 153/530 | 49020 bars | ETA: 12h 52m 04s
  [1686/5830] GLD chunk 153/530 | 49020 bars | ETA: 12h 51m 53s
  [1687/5830] SPY chunk 155/530 | 49392 bars | ETA: 12h 51m 42s
  [1688/5830] QQQ chunk 155/530 | 49392 bars | ETA: 12h 51m 30s
  [1689/5830] AAPL chunk 155/530 | 49392 bars | ETA: 12h 51m 19s
  [1690/5830] NVDA chunk 154/530 | 49362 bars | ETA: 12h 51m 08s
  [1691/5830] MSFT chunk 154/530 | 49362 bars | ETA: 12h 50m 57s
  [1692/5830] SMCI chunk 154/530 | 49410 bars | ETA: 12h 50m 46s
  [1693/5830] IWM chunk 154/530 | 49362 bars | ETA: 12h 50m 34s
  [1694/5830] HYG chunk 154/530 | 49362 bars | ETA: 12h 50m 23s
  [1695/5830] LQD chunk 154/530 | 49362 bars | ETA: 12h 50m 12s
  [1696/5830] TLT chunk 154/530 | 49362 bars | ETA: 12h 50m 01s
  [1697/5830] GLD chunk 154/530 | 49362 bars | ETA: 12h 49m 50s
  [1698/5830] SPY chunk 156/530 | 49734 bars | ETA: 12h 49m 39s
  [1699/5830] QQQ chunk 156/530 | 49734 bars | ETA: 12h 49m 27s
  [1700/5830] AAPL chunk 156/530 | 49734 bars | ETA: 12h 49m 16s
  [1701/5830] NVDA chunk 155/530 | 49704 bars | ETA: 12h 49m 05s
  [1702/5830] MSFT chunk 155/530 | 49704 bars | ETA: 12h 48m 54s
  [1703/5830] SMCI chunk 155/530 | 49752 bars | ETA: 12h 48m 43s
  [1704/5830] IWM chunk 155/530 | 49704 bars | ETA: 12h 48m 31s
  [1705/5830] HYG chunk 155/530 | 49704 bars | ETA: 12h 48m 20s
  [1706/5830] LQD chunk 155/530 | 49704 bars | ETA: 12h 48m 09s
  [1707/5830] TLT chunk 155/530 | 49704 bars | ETA: 12h 47m 58s
  [1708/5830] GLD chunk 155/530 | 49704 bars | ETA: 12h 47m 47s
  [1709/5830] SPY chunk 157/530 | 50064 bars | ETA: 12h 47m 36s
  [1710/5830] QQQ chunk 157/530 | 50064 bars | ETA: 12h 47m 24s
  [1711/5830] AAPL chunk 157/530 | 50064 bars | ETA: 12h 47m 13s
  [1712/5830] NVDA chunk 156/530 | 50046 bars | ETA: 12h 47m 02s
  [1713/5830] MSFT chunk 156/530 | 50046 bars | ETA: 12h 46m 51s
  [1714/5830] SMCI chunk 156/530 | 50094 bars | ETA: 12h 46m 40s
  [1715/5830] IWM chunk 156/530 | 50046 bars | ETA: 12h 46m 28s
  [1716/5830] HYG chunk 156/530 | 50046 bars | ETA: 12h 46m 17s
  [1717/5830] LQD chunk 156/530 | 50046 bars | ETA: 12h 46m 06s
  [1718/5830] TLT chunk 156/530 | 50046 bars | ETA: 12h 45m 55s
  [1719/5830] GLD chunk 156/530 | 50046 bars | ETA: 12h 45m 44s
  [1720/5830] SPY chunk 158/530 | 50394 bars | ETA: 12h 45m 33s
  [1721/5830] QQQ chunk 158/530 | 50394 bars | ETA: 12h 45m 21s
  [1722/5830] AAPL chunk 158/530 | 50394 bars | ETA: 12h 45m 10s
  [1723/5830] NVDA chunk 157/530 | 50376 bars | ETA: 12h 44m 59s
  [1724/5830] MSFT chunk 157/530 | 50376 bars | ETA: 12h 44m 48s
  [1725/5830] SMCI chunk 157/530 | 50424 bars | ETA: 12h 44m 37s
  [1726/5830] IWM chunk 157/530 | 50376 bars | ETA: 12h 44m 25s
  [1727/5830] HYG chunk 157/530 | 50376 bars | ETA: 12h 44m 14s
  [1728/5830] LQD chunk 157/530 | 50376 bars | ETA: 12h 44m 03s
  [1729/5830] TLT chunk 157/530 | 50376 bars | ETA: 12h 43m 52s
  [1730/5830] GLD chunk 157/530 | 50376 bars | ETA: 12h 43m 41s
  [1731/5830] SPY chunk 159/530 | 50646 bars | ETA: 12h 43m 30s
  [1732/5830] QQQ chunk 159/530 | 50646 bars | ETA: 12h 43m 18s
  [1733/5830] AAPL chunk 159/530 | 50646 bars | ETA: 12h 43m 07s
  [1734/5830] NVDA chunk 158/530 | 50706 bars | ETA: 12h 42m 56s
  [1735/5830] MSFT chunk 158/530 | 50706 bars | ETA: 12h 42m 45s
  [1736/5830] SMCI chunk 158/530 | 50754 bars | ETA: 12h 42m 34s
  [1737/5830] IWM chunk 158/530 | 50706 bars | ETA: 12h 42m 22s
  [1738/5830] HYG chunk 158/530 | 50706 bars | ETA: 12h 42m 11s
  [1739/5830] LQD chunk 158/530 | 50706 bars | ETA: 12h 42m 00s
  [1740/5830] TLT chunk 158/530 | 50706 bars | ETA: 12h 41m 49s
  [1741/5830] GLD chunk 158/530 | 50706 bars | ETA: 12h 41m 38s
  [1742/5830] SPY chunk 160/530 | 50976 bars | ETA: 12h 41m 26s
  [1743/5830] QQQ chunk 160/530 | 50976 bars | ETA: 12h 41m 15s
  [1744/5830] AAPL chunk 160/530 | 50976 bars | ETA: 12h 41m 04s
  [1745/5830] NVDA chunk 159/530 | 50958 bars | ETA: 12h 40m 53s
  [1746/5830] MSFT chunk 159/530 | 50958 bars | ETA: 12h 40m 42s
  [1747/5830] SMCI chunk 159/530 | 51006 bars | ETA: 12h 40m 31s
  [1748/5830] IWM chunk 159/530 | 50958 bars | ETA: 12h 40m 19s
  [1749/5830] HYG chunk 159/530 | 50958 bars | ETA: 12h 40m 08s
  [1750/5830] LQD chunk 159/530 | 50958 bars | ETA: 12h 39m 57s
  [1751/5830] TLT chunk 159/530 | 50958 bars | ETA: 12h 39m 46s
  [1752/5830] GLD chunk 159/530 | 50958 bars | ETA: 12h 39m 35s
  [1753/5830] SPY chunk 161/530 | 51306 bars | ETA: 12h 39m 24s
  [1754/5830] QQQ chunk 161/530 | 51306 bars | ETA: 12h 39m 12s
  [1755/5830] AAPL chunk 161/530 | 51306 bars | ETA: 12h 39m 01s
  [1756/5830] NVDA chunk 160/530 | 51288 bars | ETA: 12h 38m 50s
  [1757/5830] MSFT chunk 160/530 | 51288 bars | ETA: 12h 38m 39s
  [1758/5830] SMCI chunk 160/530 | 51336 bars | ETA: 12h 38m 28s
  [1759/5830] IWM chunk 160/530 | 51288 bars | ETA: 12h 38m 16s
  [1760/5830] HYG chunk 160/530 | 51288 bars | ETA: 12h 38m 05s
  [1761/5830] LQD chunk 160/530 | 51288 bars | ETA: 12h 37m 54s
  [1762/5830] TLT chunk 160/530 | 51288 bars | ETA: 12h 37m 43s
  [1763/5830] GLD chunk 160/530 | 51288 bars | ETA: 12h 37m 32s
  [1764/5830] SPY chunk 162/530 | 51636 bars | ETA: 12h 37m 21s
  [1765/5830] QQQ chunk 162/530 | 51636 bars | ETA: 12h 37m 09s
  [1766/5830] AAPL chunk 162/530 | 51636 bars | ETA: 12h 36m 58s
  [1767/5830] NVDA chunk 161/530 | 51618 bars | ETA: 12h 36m 47s
  [1768/5830] MSFT chunk 161/530 | 51618 bars | ETA: 12h 36m 36s
  [1769/5830] SMCI chunk 161/530 | 51666 bars | ETA: 12h 36m 25s
  [1770/5830] IWM chunk 161/530 | 51618 bars | ETA: 12h 36m 14s
  [1771/5830] HYG chunk 161/530 | 51618 bars | ETA: 12h 36m 02s
  [1772/5830] LQD chunk 161/530 | 51618 bars | ETA: 12h 35m 51s
  [1773/5830] TLT chunk 161/530 | 51618 bars | ETA: 12h 35m 40s
  [1774/5830] GLD chunk 161/530 | 51618 bars | ETA: 12h 35m 29s
  [1775/5830] SPY chunk 163/530 | 51966 bars | ETA: 12h 35m 18s
  [1776/5830] QQQ chunk 163/530 | 51966 bars | ETA: 12h 35m 07s
  [1777/5830] AAPL chunk 163/530 | 51966 bars | ETA: 12h 34m 55s
  [1778/5830] NVDA chunk 162/530 | 51948 bars | ETA: 12h 34m 44s
  [1779/5830] MSFT chunk 162/530 | 51948 bars | ETA: 12h 34m 33s
  [1780/5830] SMCI chunk 162/530 | 51996 bars | ETA: 12h 34m 22s
  [1781/5830] IWM chunk 162/530 | 51948 bars | ETA: 12h 34m 11s
  [1782/5830] HYG chunk 162/530 | 51948 bars | ETA: 12h 33m 59s
  [1783/5830] LQD chunk 162/530 | 51948 bars | ETA: 12h 33m 48s
  [1784/5830] TLT chunk 162/530 | 51948 bars | ETA: 12h 33m 37s
  [1785/5830] GLD chunk 162/530 | 51948 bars | ETA: 12h 33m 26s
  [1786/5830] SPY chunk 164/530 | 52218 bars | ETA: 12h 33m 15s
  [1787/5830] QQQ chunk 164/530 | 52218 bars | ETA: 12h 33m 04s
  [1788/5830] AAPL chunk 164/530 | 52218 bars | ETA: 12h 32m 53s
  [1789/5830] NVDA chunk 163/530 | 52278 bars | ETA: 12h 32m 41s
  [1790/5830] MSFT chunk 163/530 | 52278 bars | ETA: 12h 32m 30s
  [1791/5830] SMCI chunk 163/530 | 52326 bars | ETA: 12h 32m 19s
  [1792/5830] IWM chunk 163/530 | 52278 bars | ETA: 12h 32m 08s
  [1793/5830] HYG chunk 163/530 | 52278 bars | ETA: 12h 31m 56s
  [1794/5830] LQD chunk 163/530 | 52278 bars | ETA: 12h 31m 45s
  [1795/5830] TLT chunk 163/530 | 52278 bars | ETA: 12h 31m 34s
  [1796/5830] GLD chunk 163/530 | 52278 bars | ETA: 12h 31m 23s
  [1797/5830] SPY chunk 165/530 | 52548 bars | ETA: 12h 31m 12s
  [1798/5830] QQQ chunk 165/530 | 52548 bars | ETA: 12h 31m 01s
  [1799/5830] AAPL chunk 165/530 | 52548 bars | ETA: 12h 30m 49s
  [1800/5830] NVDA chunk 164/530 | 52530 bars | ETA: 12h 30m 38s
  [1801/5830] MSFT chunk 164/530 | 52530 bars | ETA: 12h 30m 27s
  [1802/5830] SMCI chunk 164/530 | 52578 bars | ETA: 12h 30m 16s
  [1803/5830] IWM chunk 164/530 | 52530 bars | ETA: 12h 30m 05s
  [1804/5830] HYG chunk 164/530 | 52530 bars | ETA: 12h 29m 53s
  [1805/5830] LQD chunk 164/530 | 52530 bars | ETA: 12h 29m 42s
  [1806/5830] TLT chunk 164/530 | 52530 bars | ETA: 12h 29m 31s
  [1807/5830] GLD chunk 164/530 | 52530 bars | ETA: 12h 29m 20s
  [1808/5830] SPY chunk 166/530 | 52800 bars | ETA: 12h 29m 09s
  [1809/5830] QQQ chunk 166/530 | 52800 bars | ETA: 12h 28m 58s
  [1810/5830] AAPL chunk 166/530 | 52800 bars | ETA: 12h 28m 47s
  [1811/5830] NVDA chunk 165/530 | 52860 bars | ETA: 12h 28m 35s
  [1812/5830] MSFT chunk 165/530 | 52860 bars | ETA: 12h 28m 24s
  [1813/5830] SMCI chunk 165/530 | 52908 bars | ETA: 12h 28m 13s
  [1814/5830] IWM chunk 165/530 | 52860 bars | ETA: 12h 28m 02s
  [1815/5830] HYG chunk 165/530 | 52860 bars | ETA: 12h 27m 50s
  [1816/5830] LQD chunk 165/530 | 52860 bars | ETA: 12h 27m 39s
  [1817/5830] TLT chunk 165/530 | 52860 bars | ETA: 12h 27m 28s
  [1818/5830] GLD chunk 165/530 | 52860 bars | ETA: 12h 27m 17s
  [1819/5830] SPY chunk 167/530 | 53052 bars | ETA: 12h 27m 06s
  [1820/5830] QQQ chunk 167/530 | 53052 bars | ETA: 12h 26m 55s
  [1821/5830] AAPL chunk 167/530 | 53052 bars | ETA: 12h 26m 43s
  [1822/5830] NVDA chunk 166/530 | 53112 bars | ETA: 12h 26m 32s
  [1823/5830] MSFT chunk 166/530 | 53112 bars | ETA: 12h 26m 21s
  [1824/5830] SMCI chunk 166/530 | 53160 bars | ETA: 12h 26m 10s
  [1825/5830] IWM chunk 166/530 | 53112 bars | ETA: 12h 25m 58s
  [1826/5830] HYG chunk 166/530 | 53112 bars | ETA: 12h 25m 47s
  [1827/5830] LQD chunk 166/530 | 53112 bars | ETA: 12h 25m 36s
  [1828/5830] TLT chunk 166/530 | 53112 bars | ETA: 12h 25m 25s
  [1829/5830] GLD chunk 166/530 | 53112 bars | ETA: 12h 25m 14s
  [1830/5830] SPY chunk 168/530 | 53382 bars | ETA: 12h 25m 03s
  [1831/5830] QQQ chunk 168/530 | 53382 bars | ETA: 12h 24m 51s
  [1832/5830] AAPL chunk 168/530 | 53382 bars | ETA: 12h 24m 40s
  [1833/5830] NVDA chunk 167/530 | 53364 bars | ETA: 12h 24m 29s
  [1834/5830] MSFT chunk 167/530 | 53364 bars | ETA: 12h 24m 18s
  [1835/5830] SMCI chunk 167/530 | 53412 bars | ETA: 12h 24m 07s
  [1836/5830] IWM chunk 167/530 | 53364 bars | ETA: 12h 23m 55s
  [1837/5830] HYG chunk 167/530 | 53364 bars | ETA: 12h 23m 44s
  [1838/5830] LQD chunk 167/530 | 53364 bars | ETA: 12h 23m 33s
  [1839/5830] TLT chunk 167/530 | 53364 bars | ETA: 12h 23m 22s
  [1840/5830] GLD chunk 167/530 | 53364 bars | ETA: 12h 23m 11s
  [1841/5830] SPY chunk 169/530 | 53712 bars | ETA: 12h 23m 00s
  [1842/5830] QQQ chunk 169/530 | 53712 bars | ETA: 12h 22m 48s
  [1843/5830] AAPL chunk 169/530 | 53712 bars | ETA: 12h 22m 37s
  [1844/5830] NVDA chunk 168/530 | 53694 bars | ETA: 12h 22m 26s
  [1845/5830] MSFT chunk 168/530 | 53694 bars | ETA: 12h 22m 15s
  [1846/5830] SMCI chunk 168/530 | 53742 bars | ETA: 12h 22m 04s
  [1847/5830] IWM chunk 168/530 | 53694 bars | ETA: 12h 21m 52s
  [1848/5830] HYG chunk 168/530 | 53694 bars | ETA: 12h 21m 41s
  [1849/5830] LQD chunk 168/530 | 53694 bars | ETA: 12h 21m 30s
  [1850/5830] TLT chunk 168/530 | 53694 bars | ETA: 12h 21m 19s
  [1851/5830] GLD chunk 168/530 | 53694 bars | ETA: 12h 21m 08s
  [1852/5830] SPY chunk 170/530 | 54042 bars | ETA: 12h 20m 57s
  [1853/5830] QQQ chunk 170/530 | 54042 bars | ETA: 12h 20m 45s
  [1854/5830] AAPL chunk 170/530 | 54042 bars | ETA: 12h 20m 34s
  [1855/5830] NVDA chunk 169/530 | 54024 bars | ETA: 12h 20m 23s
  [1856/5830] MSFT chunk 169/530 | 54024 bars | ETA: 12h 20m 12s
  [1857/5830] SMCI chunk 169/530 | 54072 bars | ETA: 12h 20m 01s
  [1858/5830] IWM chunk 169/530 | 54024 bars | ETA: 12h 19m 49s
  [1859/5830] HYG chunk 169/530 | 54024 bars | ETA: 12h 19m 38s
  [1860/5830] LQD chunk 169/530 | 54024 bars | ETA: 12h 19m 27s
  [1861/5830] TLT chunk 169/530 | 54024 bars | ETA: 12h 19m 16s
  [1862/5830] GLD chunk 169/530 | 54024 bars | ETA: 12h 19m 05s
  [1863/5830] SPY chunk 171/530 | 54258 bars | ETA: 12h 18m 54s
  [1864/5830] QQQ chunk 171/530 | 54258 bars | ETA: 12h 18m 42s
  [1865/5830] AAPL chunk 171/530 | 54258 bars | ETA: 12h 18m 31s
  [1866/5830] NVDA chunk 170/530 | 54354 bars | ETA: 12h 18m 20s
  [1867/5830] MSFT chunk 170/530 | 54354 bars | ETA: 12h 18m 09s
  [1868/5830] SMCI chunk 170/530 | 54402 bars | ETA: 12h 17m 58s
  [1869/5830] IWM chunk 170/530 | 54354 bars | ETA: 12h 17m 46s
  [1870/5830] HYG chunk 170/530 | 54354 bars | ETA: 12h 17m 35s
  [1871/5830] LQD chunk 170/530 | 54354 bars | ETA: 12h 17m 24s
  [1872/5830] TLT chunk 170/530 | 54354 bars | ETA: 12h 17m 13s
  [1873/5830] GLD chunk 170/530 | 54354 bars | ETA: 12h 17m 02s
  [1874/5830] SPY chunk 172/530 | 54588 bars | ETA: 12h 16m 51s
  [1875/5830] QQQ chunk 172/530 | 54588 bars | ETA: 12h 16m 39s
  [1876/5830] AAPL chunk 172/530 | 54588 bars | ETA: 12h 16m 28s
  [1877/5830] NVDA chunk 171/530 | 54570 bars | ETA: 12h 16m 17s
  [1878/5830] MSFT chunk 171/530 | 54570 bars | ETA: 12h 16m 06s
  [1879/5830] SMCI chunk 171/530 | 54618 bars | ETA: 12h 15m 55s
  [1880/5830] IWM chunk 171/530 | 54570 bars | ETA: 12h 15m 43s
  [1881/5830] HYG chunk 171/530 | 54570 bars | ETA: 12h 15m 32s
