id,symbol,direction,entry_time,exit_time,entry_price,exit_price,quantity,net_pnl,pnl_percent,gross_pnl,commission,slippage,duration_minutes,bars_held,max_adverse_excursion,max_favorable_excursion,exit_reason,signal_confidence,market_regime
T-00129,AAPL,SHORT,2024-09-06T10:10:00,2024-09-06T15:55:00,223.1084,221.0605,8,15.38,0.8619,16.38,1.0,0.88,345,69,5.05,26.71,End of day,0.57,TREND_DOWN
T-00130,AAPL,LONG,2024-09-09T09:35:00,2024-09-09T10:55:00,219.1595,217.2163,9,-18.49,-0.9374,-17.49,1.0,0.98,80,16,18.54,9.36,Stop loss hit,0.58,RANGE_BOUND
T-00131,AAPL,LONG,2024-09-11T11:20:00,2024-09-11T12:20:00,218.8093,220.741,9,16.38,0.832,17.38,1.0,0.99,60,12,1.52,19.27,Take profit hit,0.58,RANGE_BOUND
T-00132,AAPL,LONG,2024-09-11T15:20:00,2024-09-11T15:55:00,221.8509,222.7486,8,6.18,0.3483,7.18,1.0,0.89,35,7,1.37,9.19,End of day,0.57,TREND_UP
T-00133,AAPL,LONG,2024-09-12T13:30:00,2024-09-12T14:50:00,222.9514,222.0628,8,-8.11,-0.4546,-7.11,1.0,0.89,80,16,6.33,4.79,Stop loss hit,0.57,TREND_UP
T-00134,AAPL,SHORT,2024-09-17T14:45:00,2024-09-17T15:25:00,215.5222,216.6061,9,-10.76,-0.5545,-9.76,1.0,0.97,40,8,9.88,0.2,Stop loss hit,0.57,TREND_DOWN
T-00135,AAPL,LONG,2024-09-18T14:00:00,2024-09-18T14:40:00,221.4107,219.9685,8,-12.54,-0.7078,-11.54,1.0,0.88,40,8,12.57,6.55,Stop loss hit,0.65,TREND_UP
T-00136,AAPL,LONG,2024-09-20T15:55:00,2024-09-23T09:30:00,228.6443,226.3364,8,-19.46,-1.064,-18.46,1.0,0.91,3935,1,22.35,0.0,Stop loss hit,0.58,RANGE_BOUND
T-00137,AAPL,LONG,2024-09-23T10:15:00,2024-09-23T15:55:00,227.4237,226.3368,8,-9.7,-0.5329,-8.7,1.0,0.91,340,68,12.91,16.21,End of day,0.57,RANGE_BOUND
T-00138,AAPL,LONG,2024-09-25T09:30:00,2024-09-25T10:00:00,225.3426,226.945,8,11.82,0.6556,12.82,1.0,0.91,30,6,1.22,13.82,Take profit hit,0.58,RANGE_BOUND
T-00139,AAPL,LONG,2024-09-30T15:50:00,2024-09-30T15:55:00,232.3061,232.8835,8,3.62,0.1947,4.62,1.0,0.93,5,1,0.93,5.55,End of day,0.57,TREND_UP
T-00140,AAPL,LONG,2024-10-01T09:30:00,2024-10-01T09:50:00,227.7638,225.6264,8,-18.1,-0.9933,-17.1,1.0,0.9,20,4,16.75,0.0,Stop loss hit,0.58,RANGE_BOUND
T-00141,AAPL,SHORT,2024-10-01T10:30:00,2024-10-01T15:55:00,224.6476,226.3731,8,-14.8,-0.8237,-13.8,1.0,0.91,325,65,13.54,7.26,End of day,0.77,TREND_DOWN
T-00142,AAPL,LONG,2024-10-02T10:45:00,2024-10-02T15:55:00,226.4232,226.6966,8,1.19,0.0656,2.19,1.0,0.91,310,62,6.03,7.57,End of day,0.57,TREND_UP
T-00143,AAPL,LONG,2024-10-03T10:10:00,2024-10-03T12:45:00,225.8128,224.0825,8,-14.84,-0.8216,-13.84,1.0,0.9,155,31,15.46,0.62,Stop loss hit,0.68,RANGE_BOUND
T-00144,AAPL,SHORT,2024-10-03T13:00:00,2024-10-03T13:25:00,223.3183,224.3939,8,-9.61,-0.5376,-8.61,1.0,0.9,25,5,7.77,0.0,Stop loss hit,0.57,TREND_DOWN
T-00145,AAPL,SHORT,2024-10-07T14:35:00,2024-10-07T15:55:00,222.8785,221.8008,8,7.62,0.4274,8.62,1.0,0.89,80,16,3.61,12.39,Take profit hit,0.57,TREND_DOWN
T-00146,AAPL,LONG,2024-10-09T10:55:00,2024-10-09T14:25:00,227.7638,229.3181,8,11.43,0.6275,12.43,1.0,0.92,210,42,0.99,15.25,Take profit hit,0.58,TREND_UP
T-00147,AAPL,LONG,2024-10-09T14:35:00,2024-10-09T15:55:00,229.3846,229.3753,8,-1.08,-0.0586,-0.08,1.0,0.92,80,16,4.68,2.92,End of day,0.57,TREND_UP
T-00148,AAPL,LONG,2024-10-11T10:30:00,2024-10-11T12:45:00,228.9144,227.3434,8,-13.57,-0.7409,-12.57,1.0,0.91,135,27,12.04,2.2,Stop loss hit,0.58,TREND_UP
T-00149,AAPL,LONG,2024-10-11T14:00:00,2024-10-11T15:05:00,228.134,228.7084,8,3.6,0.197,4.6,1.0,0.92,65,13,1.39,6.69,Take profit hit,0.57,TREND_UP
T-00150,AAPL,LONG,2024-10-11T15:15:00,2024-10-11T15:50:00,228.7843,228.0684,8,-6.73,-0.3676,-5.73,1.0,0.91,35,7,6.11,0.0,Stop loss hit,0.57,TREND_UP
T-00151,AAPL,LONG,2024-10-14T14:15:00,2024-10-14T14:40:00,230.4352,230.8674,8,2.46,0.1333,3.46,1.0,0.92,25,5,0.76,5.56,Take profit hit,0.57,TREND_UP
T-00152,AAPL,LONG,2024-10-14T14:45:00,2024-10-14T15:55:00,231.1455,231.2843,8,0.11,0.006,1.11,1.0,0.93,70,14,1.16,4.68,End of day,0.57,TREND_UP
T-00153,AAPL,LONG,2024-10-16T10:20:00,2024-10-16T15:55:00,230.8153,231.6341,8,5.55,0.3006,6.55,1.0,0.93,335,67,6.12,9.0,End of day,0.57,RANGE_BOUND
T-00154,AAPL,SHORT,2024-10-17T14:05:00,2024-10-17T15:55:00,231.5642,232.4015,8,-7.7,-0.4156,-6.7,1.0,0.93,110,22,6.13,2.35,Stop loss hit,0.55,TREND_DOWN
T-00155,AAPL,LONG,2024-10-22T10:15:00,2024-10-22T15:55:00,234.037,235.7421,8,12.64,0.6752,13.64,1.0,0.94,340,68,4.54,17.46,End of day,0.57,RANGE_BOUND
T-00156,AAPL,SHORT,2024-10-23T12:35:00,2024-10-23T15:55:00,229.935,230.8654,8,-8.44,-0.459,-7.44,1.0,0.92,200,40,7.4,17.4,End of day,0.77,TREND_DOWN
T-00157,AAPL,SHORT,2024-10-24T11:45:00,2024-10-24T12:45:00,228.8955,229.9767,8,-9.65,-0.527,-8.65,1.0,0.92,60,12,10.04,1.8,Stop loss hit,0.57,TREND_DOWN
T-00158,AAPL,LONG,2024-10-25T10:35:00,2024-10-25T15:55:00,232.4962,231.2943,8,-10.62,-0.5707,-9.62,1.0,0.93,320,64,11.41,5.79,End of day,0.57,TREND_UP
T-00159,AAPL,LONG,2024-10-30T10:20:00,2024-10-30T11:10:00,232.2361,230.6814,8,-13.44,-0.7233,-12.44,1.0,0.92,50,10,12.77,0.0,Stop loss hit,0.57,RANGE_BOUND
T-00160,AAPL,SHORT,2024-10-31T10:25:00,2024-10-31T15:55:00,228.3358,225.5599,8,21.21,1.161,22.21,1.0,0.9,330,66,3.15,23.73,Take profit hit,0.77,TREND_DOWN
T-00161,AAPL,LONG,2024-11-04T10:35:00,2024-11-04T15:55:00,221.5407,222.0089,8,2.75,0.1549,3.75,1.0,0.89,320,64,9.05,9.99,End of day,0.58,RANGE_BOUND
T-00162,AAPL,LONG,2024-11-07T14:45:00,2024-11-07T15:55:00,227.5337,227.5762,8,-0.66,-0.0363,0.34,1.0,0.91,70,14,6.27,2.77,End of day,0.57,TREND_UP
T-00163,AAPL,LONG,2024-11-08T13:30:00,2024-11-08T15:55:00,227.2536,227.0464,8,-2.66,-0.1462,-1.66,1.0,0.91,145,29,4.27,3.73,End of day,0.57,TREND_UP
T-00164,AAPL,SHORT,2024-11-12T12:55:00,2024-11-12T13:25:00,223.3083,224.4875,8,-10.43,-0.5841,-9.43,1.0,0.9,30,6,9.29,0.0,Stop loss hit,0.57,TREND_DOWN
T-00165,AAPL,SHORT,2024-11-15T10:35:00,2024-11-15T15:55:00,224.8175,225.0325,8,-2.72,-0.1512,-1.72,1.0,0.9,320,64,5.3,4.38,End of day,0.75,TREND_DOWN
T-00166,AAPL,LONG,2024-11-18T10:40:00,2024-11-18T15:55:00,228.6042,227.876,8,-6.83,-0.3732,-5.83,1.0,0.91,315,63,10.43,9.09,End of day,0.58,TREND_UP
T-00167,AAPL,LONG,2024-11-19T10:55:00,2024-11-19T15:30:00,229.1645,227.961,8,-10.63,-0.5797,-9.63,1.0,0.91,275,55,8.92,7.96,Stop loss hit,0.58,TREND_UP
T-00168,AAPL,SHORT,2024-11-20T09:55:00,2024-11-20T15:55:00,227.5162,229.1145,8,-13.79,-0.7574,-12.79,1.0,0.92,360,72,11.87,13.01,End of day,0.55,TREND_DOWN
T-00169,AAPL,SHORT,2024-11-25T12:10:00,2024-11-25T15:50:00,229.925,231.0715,8,-10.17,-0.553,-9.17,1.0,0.92,220,44,24.44,1.48,Stop loss hit,0.55,TREND_DOWN
T-00170,AAPL,LONG,2024-12-06T09:30:00,2024-12-06T09:45:00,242.5212,243.6067,8,7.68,0.3961,8.68,1.0,0.97,15,3,1.05,12.31,Take profit hit,0.58,RANGE_BOUND
T-00171,AAPL,SHORT,2024-12-09T15:40:00,2024-12-09T15:55:00,246.4567,246.9434,8,-4.89,-0.2482,-3.89,1.0,0.99,15,3,4.43,2.85,End of day,0.55,TREND_DOWN
T-00172,AAPL,LONG,2024-12-11T13:35:00,2024-12-11T13:50:00,249.1445,248.3815,7,-6.34,-0.3636,-5.34,1.0,0.87,15,3,4.72,0.0,Stop loss hit,0.57,TREND_UP
T-00173,AAPL,LONG,2024-12-18T10:30:00,2024-12-18T14:45:00,253.0665,251.4232,7,-12.5,-0.7058,-11.5,1.0,0.88,255,51,10.83,8.49,Stop loss hit,0.58,TREND_UP
T-00174,AAPL,SHORT,2024-12-18T15:50:00,2024-12-18T15:55:00,249.4152,247.9839,7,9.02,0.5166,10.02,1.0,0.87,5,1,1.99,11.73,End of day,0.75,TREND_DOWN
T-00175,AAPL,SHORT,2024-12-19T10:00:00,2024-12-19T15:55:00,249.1554,252.0774,7,-21.45,-1.2301,-20.45,1.0,0.88,355,71,19.91,1.65,Stop loss hit,0.55,TREND_DOWN
T-00176,AAPL,LONG,2024-12-20T11:00:00,2024-12-20T12:00:00,250.8253,253.3104,7,16.4,0.9338,17.4,1.0,0.89,60,12,1.3,18.51,Take profit hit,0.58,TREND_UP
T-00177,AAPL,LONG,2024-12-23T13:35:00,2024-12-23T15:50:00,254.3871,255.0895,7,3.92,0.22,4.92,1.0,0.89,135,27,4.95,7.44,Take profit hit,0.57,TREND_UP
T-00178,AAPL,LONG,2024-12-24T10:30:00,2024-12-26T09:30:00,257.6087,259.553,7,12.61,0.6993,13.61,1.0,0.91,2820,30,5.17,16.53,Take profit hit,0.58,TREND_UP
T-00179,AAPL,LONG,2024-12-26T14:55:00,2024-12-26T15:55:00,259.2195,258.9705,7,-2.74,-0.1512,-1.74,1.0,0.91,60,12,1.47,2.03,End of day,0.57,TREND_UP
T-00180,AAPL,SHORT,2024-12-27T11:50:00,2024-12-27T12:55:00,253.3832,254.673,7,-10.03,-0.5654,-9.03,1.0,0.89,65,13,8.17,2.26,Stop loss hit,0.55,TREND_DOWN
T-00181,AAPL,SHORT,2024-12-30T10:15:00,2024-12-30T12:55:00,250.8545,253.5496,7,-19.87,-1.1313,-18.87,1.0,0.89,160,32,18.31,0.73,Stop loss hit,0.75,TREND_DOWN
T-00182,AAPL,SHORT,2024-12-31T12:45:00,2024-12-31T15:45:00,250.0349,251.1641,7,-8.9,-0.5087,-7.9,1.0,0.88,180,36,7.32,4.23,Stop loss hit,0.55,TREND_DOWN
