start_date,end_date,recovery_date,duration_days,recovery_days,max_drawdown,max_drawdown_pct,peak_equity,trough_equity
2024-01-19,2024-01-19,,0,0,1.96,0.002,100000,99998.04
2024-01-19,2024-01-19,,0,0,0.1,0.0001,100001.74,100000.24
2024-01-19,2024-01-23,,3,4,1.32,0.0013,100004.94,100003.63
2024-01-23,2024-01-23,,0,0,1.7,0.0016,103900.7,103899.0
2024-01-23,2024-01-23,,0,0,0.4,0.0004,103905.2,103904.8
2024-01-23,,,343,0,4790.75,4.6105,103910.4,99119.66
